patch_index,sample_id,project_id,project_name,year,center_row,center_col,center_latitude,center_longitude,spatial_block,original_feature6_split,cnn_spatial_split,candidate_category,target
55633,MH-002_2024_R057_C122,MH-002,Gadchiroli,2024,57,122,19.609908,80.365846,MH-002_C10,val,cnn_val,2,1
55634,MH-002_2024_R057_C123,MH-002,Gadchiroli,2024,57,123,19.609908,80.366115,MH-002_C10,val,cnn_val,1,0
55635,MH-002_2024_R057_C124,MH-002,Gadchiroli,2024,57,124,19.609908,80.366385,MH-002_C10,val,cnn_val,1,0
55636,MH-002_2024_R057_C125,MH-002,Gadchiroli,2024,57,125,19.609908,80.366654,MH-002_C10,val,cnn_val,1,0
55637,MH-002_2024_R057_C126,MH-002,Gadchiroli,2024,57,126,19.609908,80.366923,MH-002_C10,val,cnn_val,1,0
55638,MH-002_2024_R057_C127,MH-002,Gadchiroli,2024,57,127,19.609908,80.367193,MH-002_C11,val,cnn_val,1,0
55639,MH-002_2024_R057_C128,MH-002,Gadchiroli,2024,57,128,19.609908,80.367462,MH-002_C11,val,cnn_val,1,0
55640,MH-002_2024_R057_C129,MH-002,Gadchiroli,2024,57,129,19.609908,80.367732,MH-002_C11,val,cnn_val,0,0
55641,MH-002_2024_R057_C130,MH-002,Gadchiroli,2024,57,130,19.609908,80.368001,MH-002_C11,val,cnn_val,0,0
55642,MH-002_2024_R057_C131,MH-002,Gadchiroli,2024,57,131,19.609908,80.368271,MH-002_C11,val,cnn_val,0,0
55643,MH-002_2024_R057_C132,MH-002,Gadchiroli,2024,57,132,19.609908,80.36854,MH-002_C11,val,cnn_val,0,0
55644,MH-002_2024_R057_C133,MH-002,Gadchiroli,2024,57,133,19.609908,80.36881,MH-002_C11,val,cnn_val,0,0
55645,MH-002_2024_R057_C134,MH-002,Gadchiroli,2024,57,134,19.609908,80.369079,MH-002_C11,val,cnn_val,0,0
55646,MH-002_2024_R057_C136,MH-002,Gadchiroli,2024,57,136,19.609908,80.369618,MH-002_C11,val,cnn_val,0,0
55647,MH-002_2024_R057_C137,MH-002,Gadchiroli,2024,57,137,19.609908,80.369888,MH-002_C11,val,cnn_val,0,0
55648,MH-002_2024_R058_C014,MH-002,Gadchiroli,2024,58,14,19.609639,80.33674,MH-002_C1,train,cnn_train,2,1
55649,MH-002_2024_R058_C015,MH-002,Gadchiroli,2024,58,15,19.609639,80.33701,MH-002_C1,train,cnn_train,1,0
55650,MH-002_2024_R058_C016,MH-002,Gadchiroli,2024,58,16,19.609639,80.337279,MH-002_C1,train,cnn_train,0,0
55651,MH-002_2024_R058_C017,MH-002,Gadchiroli,2024,58,17,19.609639,80.337549,MH-002_C1,train,cnn_train,0,0
55652,MH-002_2024_R058_C018,MH-002,Gadchiroli,2024,58,18,19.609639,80.337818,MH-002_C1,train,cnn_train,0,0
55653,MH-002_2024_R058_C019,MH-002,Gadchiroli,2024,58,19,19.609639,80.338088,MH-002_C1,train,cnn_train,1,0
55654,MH-002_2024_R058_C020,MH-002,Gadchiroli,2024,58,20,19.609639,80.338357,MH-002_C1,train,cnn_train,0,0
55655,MH-002_2024_R058_C021,MH-002,Gadchiroli,2024,58,21,19.609639,80.338627,MH-002_C1,train,cnn_train,0,0
55656,MH-002_2024_R058_C023,MH-002,Gadchiroli,2024,58,23,19.609639,80.339166,MH-002_C1,train,cnn_train,1,0
55657,MH-002_2024_R058_C025,MH-002,Gadchiroli,2024,58,25,19.609639,80.339705,MH-002_C2,train,cnn_train,1,0
55658,MH-002_2024_R058_C026,MH-002,Gadchiroli,2024,58,26,19.609639,80.339974,MH-002_C2,train,cnn_train,1,0
55659,MH-002_2024_R058_C027,MH-002,Gadchiroli,2024,58,27,19.609639,80.340244,MH-002_C2,train,cnn_train,1,0
55660,MH-002_2024_R058_C028,MH-002,Gadchiroli,2024,58,28,19.609639,80.340513,MH-002_C2,train,cnn_train,1,0
55661,MH-002_2024_R058_C029,MH-002,Gadchiroli,2024,58,29,19.609639,80.340783,MH-002_C2,train,cnn_train,1,0
55662,MH-002_2024_R058_C030,MH-002,Gadchiroli,2024,58,30,19.609639,80.341052,MH-002_C2,train,cnn_train,1,0
55663,MH-002_2024_R058_C031,MH-002,Gadchiroli,2024,58,31,19.609639,80.341322,MH-002_C2,train,cnn_train,2,1
55664,MH-002_2024_R058_C032,MH-002,Gadchiroli,2024,58,32,19.609639,80.341591,MH-002_C2,train,cnn_train,2,1
55665,MH-002_2024_R058_C033,MH-002,Gadchiroli,2024,58,33,19.609639,80.34186,MH-002_C2,train,cnn_train,2,1
55666,MH-002_2024_R058_C034,MH-002,Gadchiroli,2024,58,34,19.609639,80.34213,MH-002_C2,train,cnn_train,2,1
55667,MH-002_2024_R058_C035,MH-002,Gadchiroli,2024,58,35,19.609639,80.342399,MH-002_C2,train,cnn_train,2,1
55668,MH-002_2024_R058_C036,MH-002,Gadchiroli,2024,58,36,19.609639,80.342669,MH-002_C3,train,cnn_train,2,1
55669,MH-002_2024_R058_C037,MH-002,Gadchiroli,2024,58,37,19.609639,80.342938,MH-002_C3,train,cnn_train,2,1
55670,MH-002_2024_R058_C038,MH-002,Gadchiroli,2024,58,38,19.609639,80.343208,MH-002_C3,train,cnn_train,2,1
55671,MH-002_2024_R058_C039,MH-002,Gadchiroli,2024,58,39,19.609639,80.343477,MH-002_C3,train,cnn_train,0,0
55672,MH-002_2024_R058_C040,MH-002,Gadchiroli,2024,58,40,19.609639,80.343747,MH-002_C3,train,cnn_train,0,0
55673,MH-002_2024_R058_C044,MH-002,Gadchiroli,2024,58,44,19.609639,80.344825,MH-002_C3,train,cnn_train,2,1
55674,MH-002_2024_R058_C045,MH-002,Gadchiroli,2024,58,45,19.609639,80.345094,MH-002_C3,train,cnn_train,2,1
55675,MH-002_2024_R058_C046,MH-002,Gadchiroli,2024,58,46,19.609639,80.345364,MH-002_C3,train,cnn_train,2,1
55676,MH-002_2024_R058_C047,MH-002,Gadchiroli,2024,58,47,19.609639,80.345633,MH-002_C4,train,cnn_train,1,0
55677,MH-002_2024_R058_C048,MH-002,Gadchiroli,2024,58,48,19.609639,80.345903,MH-002_C4,train,cnn_train,1,0
55678,MH-002_2024_R058_C049,MH-002,Gadchiroli,2024,58,49,19.609639,80.346172,MH-002_C4,train,cnn_train,1,0
55679,MH-002_2024_R058_C050,MH-002,Gadchiroli,2024,58,50,19.609639,80.346442,MH-002_C4,train,cnn_train,0,0
55680,MH-002_2024_R058_C051,MH-002,Gadchiroli,2024,58,51,19.609639,80.346711,MH-002_C4,train,cnn_train,1,0
55681,MH-002_2024_R058_C052,MH-002,Gadchiroli,2024,58,52,19.609639,80.346981,MH-002_C4,train,cnn_train,0,0
55682,MH-002_2024_R058_C053,MH-002,Gadchiroli,2024,58,53,19.609639,80.34725,MH-002_C4,train,cnn_train,1,0
55683,MH-002_2024_R058_C054,MH-002,Gadchiroli,2024,58,54,19.609639,80.34752,MH-002_C4,train,cnn_train,1,0
55684,MH-002_2024_R058_C055,MH-002,Gadchiroli,2024,58,55,19.609639,80.347789,MH-002_C4,train,cnn_train,1,0
55685,MH-002_2024_R058_C057,MH-002,Gadchiroli,2024,58,57,19.609639,80.348328,MH-002_C4,train,cnn_train,0,0
55686,MH-002_2024_R058_C058,MH-002,Gadchiroli,2024,58,58,19.609639,80.348598,MH-002_C5,train,cnn_train,0,0
55687,MH-002_2024_R058_C059,MH-002,Gadchiroli,2024,58,59,19.609639,80.348867,MH-002_C5,train,cnn_train,0,0
55688,MH-002_2024_R058_C063,MH-002,Gadchiroli,2024,58,63,19.609639,80.349945,MH-002_C5,train,cnn_train,0,0
55689,MH-002_2024_R058_C064,MH-002,Gadchiroli,2024,58,64,19.609639,80.350215,MH-002_C5,train,cnn_train,0,0
55690,MH-002_2024_R058_C065,MH-002,Gadchiroli,2024,58,65,19.609639,80.350484,MH-002_C5,train,cnn_train,0,0
55691,MH-002_2024_R058_C066,MH-002,Gadchiroli,2024,58,66,19.609639,80.350754,MH-002_C5,train,cnn_train,0,0
55692,MH-002_2024_R058_C067,MH-002,Gadchiroli,2024,58,67,19.609639,80.351023,MH-002_C5,train,cnn_train,1,0
55693,MH-002_2024_R058_C068,MH-002,Gadchiroli,2024,58,68,19.609639,80.351293,MH-002_C5,train,cnn_train,0,0
55694,MH-002_2024_R058_C069,MH-002,Gadchiroli,2024,58,69,19.609639,80.351562,MH-002_C5,train,cnn_train,0,0
55695,MH-002_2024_R058_C070,MH-002,Gadchiroli,2024,58,70,19.609639,80.351832,MH-002_C6,train,cnn_train,0,0
55696,MH-002_2024_R058_C071,MH-002,Gadchiroli,2024,58,71,19.609639,80.352101,MH-002_C6,train,cnn_train,0,0
55697,MH-002_2024_R058_C072,MH-002,Gadchiroli,2024,58,72,19.609639,80.352371,MH-002_C6,train,cnn_train,0,0
55698,MH-002_2024_R058_C073,MH-002,Gadchiroli,2024,58,73,19.609639,80.35264,MH-002_C6,train,cnn_train,0,0
55699,MH-002_2024_R058_C074,MH-002,Gadchiroli,2024,58,74,19.609639,80.35291,MH-002_C6,train,cnn_train,0,0
55700,MH-002_2024_R058_C075,MH-002,Gadchiroli,2024,58,75,19.609639,80.353179,MH-002_C6,train,cnn_train,0,0
55701,MH-002_2024_R058_C115,MH-002,Gadchiroli,2024,58,115,19.609639,80.363959,MH-002_C10,val,cnn_val,2,1
55702,MH-002_2024_R058_C116,MH-002,Gadchiroli,2024,58,116,19.609639,80.364229,MH-002_C10,val,cnn_val,0,0
55703,MH-002_2024_R058_C117,MH-002,Gadchiroli,2024,58,117,19.609639,80.364498,MH-002_C10,val,cnn_val,2,1
55704,MH-002_2024_R058_C119,MH-002,Gadchiroli,2024,58,119,19.609639,80.365037,MH-002_C10,val,cnn_val,2,1
55705,MH-002_2024_R058_C120,MH-002,Gadchiroli,2024,58,120,19.609639,80.365307,MH-002_C10,val,cnn_val,1,0
55706,MH-002_2024_R058_C121,MH-002,Gadchiroli,2024,58,121,19.609639,80.365576,MH-002_C10,val,cnn_val,0,0
55707,MH-002_2024_R058_C122,MH-002,Gadchiroli,2024,58,122,19.609639,80.365846,MH-002_C10,val,cnn_val,0,0
55708,MH-002_2024_R058_C123,MH-002,Gadchiroli,2024,58,123,19.609639,80.366115,MH-002_C10,val,cnn_val,2,1
55709,MH-002_2024_R058_C124,MH-002,Gadchiroli,2024,58,124,19.609639,80.366385,MH-002_C10,val,cnn_val,1,0
55710,MH-002_2024_R058_C125,MH-002,Gadchiroli,2024,58,125,19.609639,80.366654,MH-002_C10,val,cnn_val,1,0
55711,MH-002_2024_R058_C126,MH-002,Gadchiroli,2024,58,126,19.609639,80.366923,MH-002_C10,val,cnn_val,1,0
55712,MH-002_2024_R058_C127,MH-002,Gadchiroli,2024,58,127,19.609639,80.367193,MH-002_C11,val,cnn_val,0,0
55713,MH-002_2024_R058_C128,MH-002,Gadchiroli,2024,58,128,19.609639,80.367462,MH-002_C11,val,cnn_val,0,0
55714,MH-002_2024_R058_C129,MH-002,Gadchiroli,2024,58,129,19.609639,80.367732,MH-002_C11,val,cnn_val,0,0
55715,MH-002_2024_R058_C130,MH-002,Gadchiroli,2024,58,130,19.609639,80.368001,MH-002_C11,val,cnn_val,0,0
55716,MH-002_2024_R058_C131,MH-002,Gadchiroli,2024,58,131,19.609639,80.368271,MH-002_C11,val,cnn_val,0,0
55717,MH-002_2024_R058_C132,MH-002,Gadchiroli,2024,58,132,19.609639,80.36854,MH-002_C11,val,cnn_val,0,0
55718,MH-002_2024_R058_C133,MH-002,Gadchiroli,2024,58,133,19.609639,80.36881,MH-002_C11,val,cnn_val,0,0
55719,MH-002_2024_R058_C134,MH-002,Gadchiroli,2024,58,134,19.609639,80.369079,MH-002_C11,val,cnn_val,0,0
55720,MH-002_2024_R058_C136,MH-002,Gadchiroli,2024,58,136,19.609639,80.369618,MH-002_C11,val,cnn_val,1,0
55721,MH-002_2024_R058_C137,MH-002,Gadchiroli,2024,58,137,19.609639,80.369888,MH-002_C11,val,cnn_val,0,0
55722,MH-002_2024_R058_C161,MH-002,Gadchiroli,2024,58,161,19.609639,80.376356,MH-002_C14,test,cnn_test,0,0
55723,MH-002_2024_R059_C014,MH-002,Gadchiroli,2024,59,14,19.609369,80.33674,MH-002_C1,train,cnn_train,2,1
55724,MH-002_2024_R059_C015,MH-002,Gadchiroli,2024,59,15,19.609369,80.33701,MH-002_C1,train,cnn_train,2,1
55725,MH-002_2024_R059_C016,MH-002,Gadchiroli,2024,59,16,19.609369,80.337279,MH-002_C1,train,cnn_train,1,0
55726,MH-002_2024_R059_C017,MH-002,Gadchiroli,2024,59,17,19.609369,80.337549,MH-002_C1,train,cnn_train,0,0
55727,MH-002_2024_R059_C018,MH-002,Gadchiroli,2024,59,18,19.609369,80.337818,MH-002_C1,train,cnn_train,0,0
55728,MH-002_2024_R059_C019,MH-002,Gadchiroli,2024,59,19,19.609369,80.338088,MH-002_C1,train,cnn_train,0,0
55729,MH-002_2024_R059_C020,MH-002,Gadchiroli,2024,59,20,19.609369,80.338357,MH-002_C1,train,cnn_train,1,0
55730,MH-002_2024_R059_C021,MH-002,Gadchiroli,2024,59,21,19.609369,80.338627,MH-002_C1,train,cnn_train,1,0
55731,MH-002_2024_R059_C023,MH-002,Gadchiroli,2024,59,23,19.609369,80.339166,MH-002_C1,train,cnn_train,1,0
55732,MH-002_2024_R059_C024,MH-002,Gadchiroli,2024,59,24,19.609369,80.339435,MH-002_C2,train,cnn_train,2,1
55733,MH-002_2024_R059_C025,MH-002,Gadchiroli,2024,59,25,19.609369,80.339705,MH-002_C2,train,cnn_train,1,0
55734,MH-002_2024_R059_C026,MH-002,Gadchiroli,2024,59,26,19.609369,80.339974,MH-002_C2,train,cnn_train,1,0
55735,MH-002_2024_R059_C027,MH-002,Gadchiroli,2024,59,27,19.609369,80.340244,MH-002_C2,train,cnn_train,1,0
55736,MH-002_2024_R059_C028,MH-002,Gadchiroli,2024,59,28,19.609369,80.340513,MH-002_C2,train,cnn_train,0,0
55737,MH-002_2024_R059_C029,MH-002,Gadchiroli,2024,59,29,19.609369,80.340783,MH-002_C2,train,cnn_train,1,0
55738,MH-002_2024_R059_C030,MH-002,Gadchiroli,2024,59,30,19.609369,80.341052,MH-002_C2,train,cnn_train,1,0
55739,MH-002_2024_R059_C031,MH-002,Gadchiroli,2024,59,31,19.609369,80.341322,MH-002_C2,train,cnn_train,2,1
55740,MH-002_2024_R059_C032,MH-002,Gadchiroli,2024,59,32,19.609369,80.341591,MH-002_C2,train,cnn_train,2,1
55741,MH-002_2024_R059_C033,MH-002,Gadchiroli,2024,59,33,19.609369,80.34186,MH-002_C2,train,cnn_train,2,1
55742,MH-002_2024_R059_C034,MH-002,Gadchiroli,2024,59,34,19.609369,80.34213,MH-002_C2,train,cnn_train,2,1
55743,MH-002_2024_R059_C035,MH-002,Gadchiroli,2024,59,35,19.609369,80.342399,MH-002_C2,train,cnn_train,2,1
55744,MH-002_2024_R059_C036,MH-002,Gadchiroli,2024,59,36,19.609369,80.342669,MH-002_C3,train,cnn_train,1,0
55745,MH-002_2024_R059_C037,MH-002,Gadchiroli,2024,59,37,19.609369,80.342938,MH-002_C3,train,cnn_train,2,1
55746,MH-002_2024_R059_C038,MH-002,Gadchiroli,2024,59,38,19.609369,80.343208,MH-002_C3,train,cnn_train,2,1
55747,MH-002_2024_R059_C039,MH-002,Gadchiroli,2024,59,39,19.609369,80.343477,MH-002_C3,train,cnn_train,2,1
55748,MH-002_2024_R059_C040,MH-002,Gadchiroli,2024,59,40,19.609369,80.343747,MH-002_C3,train,cnn_train,0,0
55749,MH-002_2024_R059_C041,MH-002,Gadchiroli,2024,59,41,19.609369,80.344016,MH-002_C3,train,cnn_train,0,0
55750,MH-002_2024_R059_C045,MH-002,Gadchiroli,2024,59,45,19.609369,80.345094,MH-002_C3,train,cnn_train,2,1
55751,MH-002_2024_R059_C046,MH-002,Gadchiroli,2024,59,46,19.609369,80.345364,MH-002_C3,train,cnn_train,2,1
55752,MH-002_2024_R059_C047,MH-002,Gadchiroli,2024,59,47,19.609369,80.345633,MH-002_C4,train,cnn_train,2,1
55753,MH-002_2024_R059_C048,MH-002,Gadchiroli,2024,59,48,19.609369,80.345903,MH-002_C4,train,cnn_train,0,0
55754,MH-002_2024_R059_C049,MH-002,Gadchiroli,2024,59,49,19.609369,80.346172,MH-002_C4,train,cnn_train,0,0
55755,MH-002_2024_R059_C050,MH-002,Gadchiroli,2024,59,50,19.609369,80.346442,MH-002_C4,train,cnn_train,1,0
55756,MH-002_2024_R059_C051,MH-002,Gadchiroli,2024,59,51,19.609369,80.346711,MH-002_C4,train,cnn_train,0,0
55757,MH-002_2024_R059_C052,MH-002,Gadchiroli,2024,59,52,19.609369,80.346981,MH-002_C4,train,cnn_train,0,0
55758,MH-002_2024_R059_C053,MH-002,Gadchiroli,2024,59,53,19.609369,80.34725,MH-002_C4,train,cnn_train,1,0
55759,MH-002_2024_R059_C054,MH-002,Gadchiroli,2024,59,54,19.609369,80.34752,MH-002_C4,train,cnn_train,2,1
55760,MH-002_2024_R059_C055,MH-002,Gadchiroli,2024,59,55,19.609369,80.347789,MH-002_C4,train,cnn_train,1,0
55761,MH-002_2024_R059_C056,MH-002,Gadchiroli,2024,59,56,19.609369,80.348059,MH-002_C4,train,cnn_train,0,0
55762,MH-002_2024_R059_C057,MH-002,Gadchiroli,2024,59,57,19.609369,80.348328,MH-002_C4,train,cnn_train,0,0
55763,MH-002_2024_R059_C058,MH-002,Gadchiroli,2024,59,58,19.609369,80.348598,MH-002_C5,train,cnn_train,0,0
55764,MH-002_2024_R059_C063,MH-002,Gadchiroli,2024,59,63,19.609369,80.349945,MH-002_C5,train,cnn_train,0,0
55765,MH-002_2024_R059_C064,MH-002,Gadchiroli,2024,59,64,19.609369,80.350215,MH-002_C5,train,cnn_train,0,0
55766,MH-002_2024_R059_C065,MH-002,Gadchiroli,2024,59,65,19.609369,80.350484,MH-002_C5,train,cnn_train,0,0
55767,MH-002_2024_R059_C066,MH-002,Gadchiroli,2024,59,66,19.609369,80.350754,MH-002_C5,train,cnn_train,0,0
55768,MH-002_2024_R059_C067,MH-002,Gadchiroli,2024,59,67,19.609369,80.351023,MH-002_C5,train,cnn_train,0,0
55769,MH-002_2024_R059_C068,MH-002,Gadchiroli,2024,59,68,19.609369,80.351293,MH-002_C5,train,cnn_train,0,0
55770,MH-002_2024_R059_C069,MH-002,Gadchiroli,2024,59,69,19.609369,80.351562,MH-002_C5,train,cnn_train,1,0
55771,MH-002_2024_R059_C070,MH-002,Gadchiroli,2024,59,70,19.609369,80.351832,MH-002_C6,train,cnn_train,1,0
55772,MH-002_2024_R059_C071,MH-002,Gadchiroli,2024,59,71,19.609369,80.352101,MH-002_C6,train,cnn_train,1,0
55773,MH-002_2024_R059_C072,MH-002,Gadchiroli,2024,59,72,19.609369,80.352371,MH-002_C6,train,cnn_train,0,0
55774,MH-002_2024_R059_C073,MH-002,Gadchiroli,2024,59,73,19.609369,80.35264,MH-002_C6,train,cnn_train,0,0
55775,MH-002_2024_R059_C074,MH-002,Gadchiroli,2024,59,74,19.609369,80.35291,MH-002_C6,train,cnn_train,0,0
55776,MH-002_2024_R059_C075,MH-002,Gadchiroli,2024,59,75,19.609369,80.353179,MH-002_C6,train,cnn_train,0,0
55777,MH-002_2024_R059_C115,MH-002,Gadchiroli,2024,59,115,19.609369,80.363959,MH-002_C10,val,cnn_val,1,0
55778,MH-002_2024_R059_C116,MH-002,Gadchiroli,2024,59,116,19.609369,80.364229,MH-002_C10,val,cnn_val,1,0
55779,MH-002_2024_R059_C117,MH-002,Gadchiroli,2024,59,117,19.609369,80.364498,MH-002_C10,val,cnn_val,1,0
55780,MH-002_2024_R059_C118,MH-002,Gadchiroli,2024,59,118,19.609369,80.364768,MH-002_C10,val,cnn_val,2,1
55781,MH-002_2024_R059_C119,MH-002,Gadchiroli,2024,59,119,19.609369,80.365037,MH-002_C10,val,cnn_val,1,0
55782,MH-002_2024_R059_C120,MH-002,Gadchiroli,2024,59,120,19.609369,80.365307,MH-002_C10,val,cnn_val,1,0
55783,MH-002_2024_R059_C121,MH-002,Gadchiroli,2024,59,121,19.609369,80.365576,MH-002_C10,val,cnn_val,0,0
55784,MH-002_2024_R059_C122,MH-002,Gadchiroli,2024,59,122,19.609369,80.365846,MH-002_C10,val,cnn_val,2,1
55785,MH-002_2024_R059_C123,MH-002,Gadchiroli,2024,59,123,19.609369,80.366115,MH-002_C10,val,cnn_val,0,0
55786,MH-002_2024_R059_C124,MH-002,Gadchiroli,2024,59,124,19.609369,80.366385,MH-002_C10,val,cnn_val,0,0
55787,MH-002_2024_R059_C125,MH-002,Gadchiroli,2024,59,125,19.609369,80.366654,MH-002_C10,val,cnn_val,0,0
55788,MH-002_2024_R059_C126,MH-002,Gadchiroli,2024,59,126,19.609369,80.366923,MH-002_C10,val,cnn_val,0,0
55789,MH-002_2024_R059_C127,MH-002,Gadchiroli,2024,59,127,19.609369,80.367193,MH-002_C11,val,cnn_val,0,0
55790,MH-002_2024_R059_C128,MH-002,Gadchiroli,2024,59,128,19.609369,80.367462,MH-002_C11,val,cnn_val,0,0
55791,MH-002_2024_R059_C129,MH-002,Gadchiroli,2024,59,129,19.609369,80.367732,MH-002_C11,val,cnn_val,0,0
55792,MH-002_2024_R059_C130,MH-002,Gadchiroli,2024,59,130,19.609369,80.368001,MH-002_C11,val,cnn_val,0,0
55793,MH-002_2024_R059_C131,MH-002,Gadchiroli,2024,59,131,19.609369,80.368271,MH-002_C11,val,cnn_val,0,0
55794,MH-002_2024_R059_C132,MH-002,Gadchiroli,2024,59,132,19.609369,80.36854,MH-002_C11,val,cnn_val,0,0
55795,MH-002_2024_R059_C134,MH-002,Gadchiroli,2024,59,134,19.609369,80.369079,MH-002_C11,val,cnn_val,0,0
55796,MH-002_2024_R059_C135,MH-002,Gadchiroli,2024,59,135,19.609369,80.369349,MH-002_C11,val,cnn_val,0,0
55797,MH-002_2024_R059_C136,MH-002,Gadchiroli,2024,59,136,19.609369,80.369618,MH-002_C11,val,cnn_val,0,0
55798,MH-002_2024_R059_C137,MH-002,Gadchiroli,2024,59,137,19.609369,80.369888,MH-002_C11,val,cnn_val,0,0
55799,MH-002_2024_R059_C162,MH-002,Gadchiroli,2024,59,162,19.609369,80.376625,MH-002_C14,test,cnn_test,0,0
55800,MH-002_2024_R060_C015,MH-002,Gadchiroli,2024,60,15,19.6091,80.33701,MH-002_C1,train,cnn_train,2,1
55801,MH-002_2024_R060_C016,MH-002,Gadchiroli,2024,60,16,19.6091,80.337279,MH-002_C1,train,cnn_train,1,0
55802,MH-002_2024_R060_C017,MH-002,Gadchiroli,2024,60,17,19.6091,80.337549,MH-002_C1,train,cnn_train,0,0
55803,MH-002_2024_R060_C018,MH-002,Gadchiroli,2024,60,18,19.6091,80.337818,MH-002_C1,train,cnn_train,0,0
55804,MH-002_2024_R060_C019,MH-002,Gadchiroli,2024,60,19,19.6091,80.338088,MH-002_C1,train,cnn_train,0,0
55805,MH-002_2024_R060_C020,MH-002,Gadchiroli,2024,60,20,19.6091,80.338357,MH-002_C1,train,cnn_train,0,0
55806,MH-002_2024_R060_C021,MH-002,Gadchiroli,2024,60,21,19.6091,80.338627,MH-002_C1,train,cnn_train,1,0
55807,MH-002_2024_R060_C022,MH-002,Gadchiroli,2024,60,22,19.6091,80.338896,MH-002_C1,train,cnn_train,0,0
55808,MH-002_2024_R060_C024,MH-002,Gadchiroli,2024,60,24,19.6091,80.339435,MH-002_C2,train,cnn_train,1,0
55809,MH-002_2024_R060_C025,MH-002,Gadchiroli,2024,60,25,19.6091,80.339705,MH-002_C2,train,cnn_train,1,0
55810,MH-002_2024_R060_C027,MH-002,Gadchiroli,2024,60,27,19.6091,80.340244,MH-002_C2,train,cnn_train,1,0
55811,MH-002_2024_R060_C028,MH-002,Gadchiroli,2024,60,28,19.6091,80.340513,MH-002_C2,train,cnn_train,1,0
55812,MH-002_2024_R060_C029,MH-002,Gadchiroli,2024,60,29,19.6091,80.340783,MH-002_C2,train,cnn_train,1,0
55813,MH-002_2024_R060_C030,MH-002,Gadchiroli,2024,60,30,19.6091,80.341052,MH-002_C2,train,cnn_train,1,0
55814,MH-002_2024_R060_C031,MH-002,Gadchiroli,2024,60,31,19.6091,80.341322,MH-002_C2,train,cnn_train,1,0
55815,MH-002_2024_R060_C032,MH-002,Gadchiroli,2024,60,32,19.6091,80.341591,MH-002_C2,train,cnn_train,1,0
55816,MH-002_2024_R060_C033,MH-002,Gadchiroli,2024,60,33,19.6091,80.34186,MH-002_C2,train,cnn_train,2,1
55817,MH-002_2024_R060_C034,MH-002,Gadchiroli,2024,60,34,19.6091,80.34213,MH-002_C2,train,cnn_train,2,1
55818,MH-002_2024_R060_C035,MH-002,Gadchiroli,2024,60,35,19.6091,80.342399,MH-002_C2,train,cnn_train,2,1
55819,MH-002_2024_R060_C036,MH-002,Gadchiroli,2024,60,36,19.6091,80.342669,MH-002_C3,train,cnn_train,2,1
55820,MH-002_2024_R060_C037,MH-002,Gadchiroli,2024,60,37,19.6091,80.342938,MH-002_C3,train,cnn_train,2,1
55821,MH-002_2024_R060_C038,MH-002,Gadchiroli,2024,60,38,19.6091,80.343208,MH-002_C3,train,cnn_train,3,1
55822,MH-002_2024_R060_C039,MH-002,Gadchiroli,2024,60,39,19.6091,80.343477,MH-002_C3,train,cnn_train,2,1
55823,MH-002_2024_R060_C040,MH-002,Gadchiroli,2024,60,40,19.6091,80.343747,MH-002_C3,train,cnn_train,2,1
55824,MH-002_2024_R060_C041,MH-002,Gadchiroli,2024,60,41,19.6091,80.344016,MH-002_C3,train,cnn_train,0,0
55825,MH-002_2024_R060_C042,MH-002,Gadchiroli,2024,60,42,19.6091,80.344286,MH-002_C3,train,cnn_train,0,0
55826,MH-002_2024_R060_C046,MH-002,Gadchiroli,2024,60,46,19.6091,80.345364,MH-002_C3,train,cnn_train,2,1
55827,MH-002_2024_R060_C047,MH-002,Gadchiroli,2024,60,47,19.6091,80.345633,MH-002_C4,train,cnn_train,2,1
55828,MH-002_2024_R060_C048,MH-002,Gadchiroli,2024,60,48,19.6091,80.345903,MH-002_C4,train,cnn_train,2,1
55829,MH-002_2024_R060_C049,MH-002,Gadchiroli,2024,60,49,19.6091,80.346172,MH-002_C4,train,cnn_train,2,1
55830,MH-002_2024_R060_C050,MH-002,Gadchiroli,2024,60,50,19.6091,80.346442,MH-002_C4,train,cnn_train,0,0
55831,MH-002_2024_R060_C051,MH-002,Gadchiroli,2024,60,51,19.6091,80.346711,MH-002_C4,train,cnn_train,2,1
55832,MH-002_2024_R060_C052,MH-002,Gadchiroli,2024,60,52,19.6091,80.346981,MH-002_C4,train,cnn_train,0,0
55833,MH-002_2024_R060_C053,MH-002,Gadchiroli,2024,60,53,19.6091,80.34725,MH-002_C4,train,cnn_train,0,0
55834,MH-002_2024_R060_C054,MH-002,Gadchiroli,2024,60,54,19.6091,80.34752,MH-002_C4,train,cnn_train,1,0
55835,MH-002_2024_R060_C055,MH-002,Gadchiroli,2024,60,55,19.6091,80.347789,MH-002_C4,train,cnn_train,0,0
55836,MH-002_2024_R060_C056,MH-002,Gadchiroli,2024,60,56,19.6091,80.348059,MH-002_C4,train,cnn_train,0,0
55837,MH-002_2024_R060_C057,MH-002,Gadchiroli,2024,60,57,19.6091,80.348328,MH-002_C4,train,cnn_train,0,0
55838,MH-002_2024_R060_C058,MH-002,Gadchiroli,2024,60,58,19.6091,80.348598,MH-002_C5,train,cnn_train,0,0
55839,MH-002_2024_R060_C064,MH-002,Gadchiroli,2024,60,64,19.6091,80.350215,MH-002_C5,train,cnn_train,2,1
