project_id,center_latitude,center_longitude,years_available,years_missing,n_years_available,target,exclusion_reason
MH-001,21.17675,78.91866,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177019,78.915965,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.920816,"[2021, 2022, 2024, 2025]",[2023],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175672,78.917582,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.602901,80.378781,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.176211,78.920546,"[2021, 2022, 2024, 2025]",[2023],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177558,78.920816,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179984,78.917851,"[2021, 2022, 2024, 2025]",[2023],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177828,78.919738,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175672,78.926205,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179175,78.922972,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174594,78.918929,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.919199,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.604249,80.376895,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178906,78.919199,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.925666,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175672,78.915965,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17648,78.920546,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.912726,73.497507,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.92378,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179175,78.917582,"[2024, 2025]","[2021, 2022, 2023]",2,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.599398,80.376356,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177558,78.924049,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177289,78.914617,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175402,78.922433,"[2021, 2023, 2024]","[2022, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174324,78.916773,"[2024, 2025]","[2021, 2022, 2023]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179175,78.926205,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.919468,"[2021, 2024]","[2022, 2023, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.923241,"[2023, 2024, 2025]","[2021, 2022]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179445,78.916773,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179714,78.922702,[2025],"[2021, 2022, 2023, 2024]",1,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.173785,78.920816,"[2021, 2025]","[2022, 2023, 2024]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17648,78.918929,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174863,78.924588,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174594,78.922702,"[2022, 2023]","[2021, 2024, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179445,78.91866,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.603979,80.377973,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.922972,"[2022, 2023, 2024, 2025]",[2021],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175402,78.920816,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178097,78.915156,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178097,78.918929,"[2023, 2024]","[2021, 2022, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179445,78.92351,"[2021, 2022, 2023, 2024]",[2025],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174863,78.926475,"[2021, 2024]","[2022, 2023, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.608561,80.376625,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.176211,78.922702,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179714,78.917312,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175133,78.917043,"[2022, 2023, 2024, 2025]",[2021],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.173785,78.919199,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.91057,73.502896,"[2021, 2022, 2025]","[2023, 2024]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.919199,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177019,78.916504,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.917582,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.921355,"[2021, 2022, 2024]","[2023, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.916234,"[2022, 2025]","[2021, 2023, 2024]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.914612,73.498584,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.601823,80.380398,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177289,78.920277,"[2022, 2023, 2024]","[2021, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177558,78.917582,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174055,78.916504,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.925936,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
